"stop_id","pid","resultkey","result","code","resulttext"
"4596","1","2","Warning (verbal or written)","66533","26454(A) VC - BRAKE CNTRL/STOP VIOL (I) 66533"
"4597","1","2","Warning (verbal or written)","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193"
"4598","1","7","Field interview card completed","",""
"4599","1","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"4600","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4601","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4602","1","2","Warning (verbal or written)","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"4602","2","2","Warning (verbal or written)","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"4602","3","2","Warning (verbal or written)","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"4602","4","2","Warning (verbal or written)","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"4603","1","2","Warning (verbal or written)","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880"
"4604","1","4","In-field cite and release","35353","11377(A) HS - POSSESS CNTL SUB (M) 35353"
"4604","1","4","In-field cite and release","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423"
"4605","1","3","Citation for infraction","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"4606","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4607","1","2","Warning (verbal or written)","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193"
"4608","1","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"4609","1","6","Custodial Arrest without warrant","52624","25850(A) PC - CRRY LOAD F/ARM:PUB:S/CIR (F) 52624"
"4609","2","6","Custodial Arrest without warrant","52510","30605(A) PC - ILL POSS ASSAULT WPN (F) 52510"
"4610","1","4","In-field cite and release","48101","2800.2(A) VC - EVADE PO:DISREGARD SAFETY (F) 48101"
"4610","1","6","Custodial Arrest without warrant","48101","2800.2(A) VC - EVADE PO:DISREGARD SAFETY (F) 48101"
"4610","2","6","Custodial Arrest without warrant","48101","2800.2(A) VC - EVADE PO:DISREGARD SAFETY (F) 48101"
"4611","1","3","Citation for infraction","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566"
"4612","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4613","1","2","Warning (verbal or written)","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"4614","1","4","In-field cite and release","13045","242 PC - BATTERY (M) 13045"
"4615","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"4616","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4617","1","2","Warning (verbal or written)","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"4618","1","2","Warning (verbal or written)","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193"
"4619","1","6","Custodial Arrest without warrant","52448","23900 PC - ALTER/ETC F/ARM ID MARK (F) 52448"
"4620","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"4621","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"4622","1","2","Warning (verbal or written)","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193"
"4623","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"4624","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"4625","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4625","1","3","Citation for infraction","54140","12951(A) VC - DRIVE W/O VALID LICENSE (I) 54140"
"4625","1","3","Citation for infraction","54305","14600(A) VC - FAIL NOTE DMV ADD CHG:CDL (I) 54305"
"4626","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4627","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4628","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4629","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4630","1","2","Warning (verbal or written)","54145","21955 VC - JAYWALKING (I) 54145"
"4631","1","2","Warning (verbal or written)","54116","27150(A) VC - INADEQUATE MUFFLERS (I) 54116"
"4632","1","2","Warning (verbal or written)","8008","602 WI - FAIL OBEY ORDER JUV COURT (X) 8008"
"4633","1","2","Warning (verbal or written)","32023","602(A) PC - TRESP:DESTROY STAND TIMBR (M) 32023"
"4634","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4634","1","6","Custodial Arrest without warrant","35212","11550(A) HS - UNDER INFLUENCE CNTL SUB (M) 35212"
"4635","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"4635","1","3","Citation for infraction","54075","21651(B) VC - DRIVE WRONG WAY:DIV HWY (M) 54075"
"4635","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"4636","1","3","Citation for infraction","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"4637","1","3","Citation for infraction","66882","38300 VC - DISOBEY SIGN/SGNL/TRF DVC (I) 66882"
"4638","1","2","Warning (verbal or written)","55313","372 PC - PUBLIC NUISANCE (M) 55313"
"4639","1","4","In-field cite and release","13082","243(A) PC - BATTERY ON PERSON (M) 13082"
"4640","1","3","Citation for infraction","66882","38300 VC - DISOBEY SIGN/SGNL/TRF DVC (I) 66882"
"4641","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4642","1","2","Warning (verbal or written)","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4643","1","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"4643","2","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"4643","3","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"4644","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4645","1","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"4646","1","2","Warning (verbal or written)","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"4647","1","2","Warning (verbal or written)","54208","4454(A) VC - NO REGISTRATION IN VEH (I) 54208"
"4648","1","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"4649","1","3","Citation for infraction","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566"
"4649","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"4649","1","3","Citation for infraction","66985","27315(D)(1) VC - SEATBELT VIOLATION (I) 66985"
"4650","1","3","Citation for infraction","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"4651","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4652","1","3","Citation for infraction","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"4653","1","2","Warning (verbal or written)","66881","38170(C) VC - LICENSE PLATE NONCOMPLNT (I) 66881"
"4654","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4654","1","6","Custodial Arrest without warrant","35100","11150 HS - WRITE UNAUTH PRESCRIPTION (M) 35100"
"4655","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4656","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4657","1","2","Warning (verbal or written)","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4658","1","2","Warning (verbal or written)","54352","22105 VC - U TURN:OBSTRUCTED VIEW (I) 54352"
"4659","1","2","Warning (verbal or written)","99999","NA - XX AA - CODE NOT FOUND IN TABLE (X) 99999"
"4660","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4661","1","3","Citation for infraction","54911","14611(A) VC - TRANSP RDCTV W/O LIC (I) 54911"
"4662","1","3","Citation for infraction","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"4662","1","3","Citation for infraction","66968","24400(A) VC - HEADLMP OPR/AMT/SIZE VIOL (I) 66968"
"4662","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"4663","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4663","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4664","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"4664","2","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"4665","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"4666","1","2","Warning (verbal or written)","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4667","1","2","Warning (verbal or written)","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4668","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4669","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4670","1","6","Custodial Arrest without warrant","13219","245(A)(1) PC - ADW NOT FIREARM (F) 13219"
"4670","1","6","Custodial Arrest without warrant","29111","594(A)(1) PC - VANDALISM:DEFACE PROPERTY (F) 29111"
"4671","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4672","1","2","Warning (verbal or written)","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"4673","1","8","Noncriminal transport or caretaking transport","",""
"4674","1","3","Citation for infraction","54122","21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122"
"4675","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4676","1","2","Warning (verbal or written)","54122","21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122"
"4677","1","7","Field interview card completed","",""
"4678","1","10","Psychiatric hold","",""
"4679","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4679","2","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4680","1","3","Citation for infraction","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"4681","1","3","Citation for infraction","66958","22526(A) VC - INTERSECT/ETC:NO CLEARNCE (I) 66958"
"4681","2","3","Citation for infraction","66958","22526(A) VC - INTERSECT/ETC:NO CLEARNCE (I) 66958"
"4682","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4683","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4684","1","2","Warning (verbal or written)","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"4684","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4685","1","3","Citation for infraction","54185","22101(D) VC - FAIL TO OBEY TURN SIGNS (I) 54185"
"4686","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4687","1","6","Custodial Arrest without warrant","13220","245(A)(1) PC - ADW NOT FIREARM (M) 13220"
"4688","1","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"4689","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4690","1","2","Warning (verbal or written)","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"4691","1","2","Warning (verbal or written)","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4692","1","2","Warning (verbal or written)","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4693","1","1","None","",""
"4694","1","2","Warning (verbal or written)","66942","21460 VC - CROSS DBL SOLID WHI LINE (I) 66942"
"4695","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4696","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4697","1","8","Noncriminal transport or caretaking transport","",""
"4698","1","3","Citation for infraction","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"4699","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4700","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4701","1","3","Citation for infraction","66945","21750(A) VC - OVERTAKE/LEFT PASS VIOL (I) 66945"
"4702","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4703","1","2","Warning (verbal or written)","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4704","1","7","Field interview card completed","",""
"4705","1","3","Citation for infraction","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"4706","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4707","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"4708","1","2","Warning (verbal or written)","66942","21460 VC - CROSS DBL SOLID WHI LINE (I) 66942"
"4709","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4710","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4711","1","8","Noncriminal transport or caretaking transport","",""
"4711","1","10","Psychiatric hold","",""
"4712","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4713","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4714","1","7","Field interview card completed","",""
"4715","1","7","Field interview card completed","",""
"4716","1","3","Citation for infraction","54123","23127 VC - OPR MOTOR VEH:TRAILS/PATH (M) 54123"
"4717","1","3","Citation for infraction","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"4718","1","3","Citation for infraction","54372","21453(B) VC - TURN ONTO ONEWAY AT RED (I) 54372"
"4719","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4720","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4721","1","3","Citation for infraction","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"4722","1","3","Citation for infraction","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"4722","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"4722","1","3","Citation for infraction","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"4723","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"4724","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4725","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4726","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4727","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4728","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4729","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"4730","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"4730","1","3","Citation for infraction","54354","16028(C) VC - NO PROOF $ RESP:ACCIDENT (I) 54354"
"4731","1","6","Custodial Arrest without warrant","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"4732","1","3","Citation for infraction","54305","14600(A) VC - FAIL NOTE DMV ADD CHG:CDL (I) 54305"
"4733","1","2","Warning (verbal or written)","66413","24401 VC - HEADLAMP VIOL LOWER BEAM (I) 66413"
"4733","2","1","None","",""
"4734","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4734","1","2","Warning (verbal or written)","54645","5200(B) VC - DISPLY ONE LIC PLATE WRNG (I) 54645"
"4734","1","2","Warning (verbal or written)","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"4734","1","7","Field interview card completed","",""
"4735","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4735","1","2","Warning (verbal or written)","40060","647(B)(1) PC - SOLICT/ENGAG PROSTITUTION (M) 40060"
"4735","1","7","Field interview card completed","",""
"4736","1","3","Citation for infraction","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"4737","1","10","Psychiatric hold","",""
"4738","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4739","1","6","Custodial Arrest without warrant","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174"
"4740","1","3","Citation for infraction","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"4741","1","6","Custodial Arrest without warrant","52448","23900 PC - ALTER/ETC F/ARM ID MARK (F) 52448"
"4741","1","6","Custodial Arrest without warrant","52624","25850(A) PC - CRRY LOAD F/ARM:PUB:S/CIR (F) 52624"
"4741","2","6","Custodial Arrest without warrant","52448","23900 PC - ALTER/ETC F/ARM ID MARK (F) 52448"
"4741","2","6","Custodial Arrest without warrant","52624","25850(A) PC - CRRY LOAD F/ARM:PUB:S/CIR (F) 52624"
"4741","3","6","Custodial Arrest without warrant","52448","23900 PC - ALTER/ETC F/ARM ID MARK (F) 52448"
"4741","3","6","Custodial Arrest without warrant","52624","25850(A) PC - CRRY LOAD F/ARM:PUB:S/CIR (F) 52624"
"4741","4","6","Custodial Arrest without warrant","52448","23900 PC - ALTER/ETC F/ARM ID MARK (F) 52448"
"4741","4","6","Custodial Arrest without warrant","52624","25850(A) PC - CRRY LOAD F/ARM:PUB:S/CIR (F) 52624"
"4741","5","6","Custodial Arrest without warrant","52448","23900 PC - ALTER/ETC F/ARM ID MARK (F) 52448"
"4741","5","6","Custodial Arrest without warrant","52624","25850(A) PC - CRRY LOAD F/ARM:PUB:S/CIR (F) 52624"
"4742","1","2","Warning (verbal or written)","54178","21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178"
"4743","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4744","1","7","Field interview card completed","",""
"4745","1","2","Warning (verbal or written)","54522","21456.2(A) VC - BICYCLE OPR OBEY VEH LAWS (I) 54522"
"4746","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4746","1","3","Citation for infraction","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"4746","1","10","Psychiatric hold","",""
"4747","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4748","1","6","Custodial Arrest without warrant","54038","20002(A) VC - HIT AND RUN:PROP DAMAGE (M) 54038"
"4749","1","2","Warning (verbal or written)","54788","5201(C) VC - UNLAW LIC PLATE COVERING (I) 54788"
"4749","1","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"4749","1","7","Field interview card completed","",""
"4750","1","2","Warning (verbal or written)","32102","602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102"
"4751","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4752","1","2","Warning (verbal or written)","32023","602(A) PC - TRESP:DESTROY STAND TIMBR (M) 32023"
"4753","1","6","Custodial Arrest without warrant","29143","594(B)(1) PC - VANDALISM $400 OR MORE (F) 29143"
"4753","2","7","Field interview card completed","",""
"4753","2","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"4753","3","7","Field interview card completed","",""
"4753","3","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"4754","1","2","Warning (verbal or written)","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880"
"4755","1","6","Custodial Arrest without warrant","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"4756","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"4757","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4758","1","7","Field interview card completed","",""
"4759","1","6","Custodial Arrest without warrant","35143","11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143"
"4760","1","7","Field interview card completed","",""
"4761","1","3","Citation for infraction","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"4761","2","3","Citation for infraction","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"4762","1","2","Warning (verbal or written)","54114","21801(A) VC - FT/YIELD BE4 LEFT/U-TURN (I) 54114"
"4763","1","2","Warning (verbal or written)","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"4764","1","2","Warning (verbal or written)","54164","27007 VC - LOUD OUTSIDE VEH AMP SYS (I) 54164"
"4764","2","7","Field interview card completed","",""
"4765","1","2","Warning (verbal or written)","54191","24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191"
"4766","1","2","Warning (verbal or written)","32139","602(L)(1) PC - TRESP REF LEAVE BY ORDER (M) 32139"
"4766","2","2","Warning (verbal or written)","32139","602(L)(1) PC - TRESP REF LEAVE BY ORDER (M) 32139"
"4767","1","1","None","",""
"4768","1","2","Warning (verbal or written)","66881","38170(C) VC - LICENSE PLATE NONCOMPLNT (I) 66881"
"4769","1","1","None","",""
"4769","2","1","None","",""
"4770","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4771","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"4772","1","2","Warning (verbal or written)","54208","4454(A) VC - NO REGISTRATION IN VEH (I) 54208"
"4773","1","2","Warning (verbal or written)","62153","14 6573(A) CA - CA REG:FIRE EXTING VIOL (M) 62153"
"4774","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4775","1","2","Warning (verbal or written)","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193"
"4776","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4777","1","2","Warning (verbal or written)","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"4777","1","7","Field interview card completed","",""
"4778","1","6","Custodial Arrest without warrant","29143","594(B)(1) PC - VANDALISM $400 OR MORE (F) 29143"
"4778","2","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"4779","1","10","Psychiatric hold","",""
"4780","1","2","Warning (verbal or written)","54373","21453(C) VC - FAIL STOP LINE/ETC AT RED (I) 54373"
"4781","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"4782","1","8","Noncriminal transport or caretaking transport","",""
"4783","1","10","Psychiatric hold","",""
"4784","1","2","Warning (verbal or written)","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423"
"4784","1","7","Field interview card completed","",""
"4784","2","4","In-field cite and release","35353","11377(A) HS - POSSESS CNTL SUB (M) 35353"
"4785","1","2","Warning (verbal or written)","66979","26708.5(A) VC - WINDOW INSTAL/ETC MAT VIO (I) 66979"
"4786","1","7","Field interview card completed","",""
"4786","2","6","Custodial Arrest without warrant","52509","30600(A) PC - MFG/SELL/ETC ASSAULT WPN (F) 52509"
"4786","3","6","Custodial Arrest without warrant","52509","30600(A) PC - MFG/SELL/ETC ASSAULT WPN (F) 52509"
"4786","4","6","Custodial Arrest without warrant","52509","30600(A) PC - MFG/SELL/ETC ASSAULT WPN (F) 52509"
"4786","5","6","Custodial Arrest without warrant","52509","30600(A) PC - MFG/SELL/ETC ASSAULT WPN (F) 52509"
"4786","6","3","Citation for infraction","48122","148(A)(1) PC - OBSTRUCT/ETC PUB OFCR/ETC (M) 48122"
"4787","1","6","Custodial Arrest without warrant","23132","487(A) PC - GRDTHFT:MONEY/LABOR/PROP (F) 23132"
"4787","2","4","In-field cite and release","23087","484(A) PC - PETTY THEFT (M) 23087"
"4788","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4789","1","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"4790","1","2","Warning (verbal or written)","54480","38335 VC - HEADLAMP VIOLATION (I) 54480"
"4790","2","2","Warning (verbal or written)","54480","38335 VC - HEADLAMP VIOLATION (I) 54480"
"4791","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4791","1","6","Custodial Arrest without warrant","28025","496(A) PC - REC KNWN STOLN PROP (F) 28025"
"4792","1","7","Field interview card completed","",""
"4793","1","6","Custodial Arrest without warrant","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"4794","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4795","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4796","1","8","Noncriminal transport or caretaking transport","",""
"4797","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4798","1","10","Psychiatric hold","",""
"4799","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4800","1","3","Citation for infraction","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"4800","1","3","Citation for infraction","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"4801","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"4802","1","2","Warning (verbal or written)","54968","21260(B)(2) VC - LW SPEED VEH UNCNTRL INTR (I) 54968"
"4803","1","2","Warning (verbal or written)","66260","21716 VC - DRIVE GOLF CART ON HWY (I) 66260"
"4804","1","2","Warning (verbal or written)","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"4805","1","4","In-field cite and release","13039","240/242 PC - ASSAULT & BATTERY (M) 13039"
"4806","1","8","Noncriminal transport or caretaking transport","",""
"4807","1","2","Warning (verbal or written)","54191","24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191"
"4808","1","2","Warning (verbal or written)","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
