"stop_id","pid","race"
"4129","1","Hispanic/Latino(a)"
"4130","1","Black/African American"
"4131","1","Black/African American"
"4132","1","Pacific Islander"
"4133","1","Hispanic/Latino(a)"
"4134","1","White"
"4135","1","Middle Eastern or South Asian"
"4136","1","Black/African American"
"4137","1","White"
"4138","1","Hispanic/Latino(a)"
"4139","1","White"
"4140","1","Hispanic/Latino(a)"
"4141","1","White"
"4142","1","Hispanic/Latino(a)"
"4143","1","Asian"
"4144","1","Middle Eastern or South Asian"
"4145","1","White"
"4145","1","Hispanic/Latino(a)"
"4146","1","Hispanic/Latino(a)"
"4146","2","White"
"4146","3","Hispanic/Latino(a)"
"4146","3","White"
"4147","1","Asian"
"4148","1","Hispanic/Latino(a)"
"4149","1","White"
"4150","1","Black/African American"
"4151","1","White"
"4152","1","White"
"4153","1","Hispanic/Latino(a)"
"4154","1","Hispanic/Latino(a)"
"4155","1","Middle Eastern or South Asian"
"4156","1","Hispanic/Latino(a)"
"4157","1","Hispanic/Latino(a)"
"4158","1","Black/African American"
"4158","2","Black/African American"
"4159","1","Hispanic/Latino(a)"
"4160","1","Black/African American"
"4161","1","White"
"4162","1","White"
"4163","1","White"
"4164","1","Middle Eastern or South Asian"
"4165","1","White"
"4166","1","Middle Eastern or South Asian"
"4166","1","White"
"4167","1","Hispanic/Latino(a)"
"4167","2","Hispanic/Latino(a)"
"4168","1","Black/African American"
"4169","1","White"
"4170","1","Hispanic/Latino(a)"
"4171","1","Black/African American"
"4172","1","White"
"4172","1","Hispanic/Latino(a)"
"4173","1","White"
"4174","1","White"
"4175","1","White"
"4176","1","Hispanic/Latino(a)"
"4177","1","Black/African American"
"4178","1","White"
"4179","1","White"
"4180","1","White"
"4180","2","Black/African American"
"4181","1","White"
"4182","1","Hispanic/Latino(a)"
"4183","1","Hispanic/Latino(a)"
"4184","1","Hispanic/Latino(a)"
"4185","1","Hispanic/Latino(a)"
"4186","1","White"
"4186","2","White"
"4187","1","Hispanic/Latino(a)"
"4188","1","Black/African American"
"4189","1","Hispanic/Latino(a)"
"4190","1","Hispanic/Latino(a)"
"4191","1","White"
"4192","1","Hispanic/Latino(a)"
"4193","1","White"
"4193","2","White"
"4194","1","Hispanic/Latino(a)"
"4195","1","White"
"4196","1","Hispanic/Latino(a)"
"4197","1","Hispanic/Latino(a)"
"4198","1","Middle Eastern or South Asian"
"4199","1","Hispanic/Latino(a)"
"4200","1","Black/African American"
"4201","1","White"
"4202","1","Hispanic/Latino(a)"
"4203","1","Black/African American"
"4204","1","Black/African American"
"4205","1","Hispanic/Latino(a)"
"4206","1","Black/African American"
"4206","2","Black/African American"
"4207","1","Hispanic/Latino(a)"
"4208","1","White"
"4209","1","Middle Eastern or South Asian"
"4210","1","Black/African American"
"4211","1","Hispanic/Latino(a)"
"4212","1","Asian"
"4213","1","White"
"4214","1","Black/African American"
"4215","1","Black/African American"
"4216","1","White"
"4217","1","Hispanic/Latino(a)"
"4218","1","Black/African American"
"4219","1","Black/African American"
"4220","1","Hispanic/Latino(a)"
"4221","1","Black/African American"
"4222","1","White"
"4223","1","Black/African American"
"4224","1","Hispanic/Latino(a)"
"4225","1","Hispanic/Latino(a)"
"4226","1","White"
"4227","1","White"
"4228","1","Black/African American"
"4229","1","Hispanic/Latino(a)"
"4230","1","Middle Eastern or South Asian"
"4231","1","White"
"4231","2","White"
"4231","3","Hispanic/Latino(a)"
"4231","3","White"
"4232","1","White"
"4232","2","Hispanic/Latino(a)"
"4233","1","Native American"
"4234","1","White"
"4235","1","White"
"4236","1","Hispanic/Latino(a)"
"4237","1","White"
"4238","1","White"
"4239","1","White"
"4240","1","Hispanic/Latino(a)"
"4241","1","White"
"4242","1","Hispanic/Latino(a)"
"4243","1","Hispanic/Latino(a)"
"4244","1","White"
"4245","1","Black/African American"
"4246","1","Hispanic/Latino(a)"
"4247","1","Hispanic/Latino(a)"
"4248","1","Asian"
"4249","1","Middle Eastern or South Asian"
"4250","1","Hispanic/Latino(a)"
"4251","1","Hispanic/Latino(a)"
"4252","1","White"
"4253","1","White"
"4253","2","Black/African American"
"4254","1","White"
"4255","1","Hispanic/Latino(a)"
"4255","2","Hispanic/Latino(a)"
"4256","1","Hispanic/Latino(a)"
"4257","1","White"
"4258","1","White"
"4259","1","Hispanic/Latino(a)"
"4259","2","Hispanic/Latino(a)"
"4260","1","White"
"4261","1","White"
"4262","1","Hispanic/Latino(a)"
"4263","1","White"
"4264","1","White"
"4265","1","White"
"4266","1","Hispanic/Latino(a)"
"4267","1","Hispanic/Latino(a)"
"4268","1","Asian"
"4269","1","Hispanic/Latino(a)"
"4270","1","White"
"4271","1","White"
"4272","1","Hispanic/Latino(a)"
"4273","1","Black/African American"
"4274","1","Hispanic/Latino(a)"
"4275","1","White"
"4276","1","Middle Eastern or South Asian"
"4277","1","Hispanic/Latino(a)"
"4278","1","Black/African American"
"4279","1","Hispanic/Latino(a)"
"4280","1","Hispanic/Latino(a)"
"4281","1","Hispanic/Latino(a)"
"4282","1","Hispanic/Latino(a)"
"4283","1","White"
"4284","1","Black/African American"
"4285","1","Asian"
"4286","1","White"
"4287","1","White"
"4288","1","Black/African American"
"4289","1","White"
"4290","1","Black/African American"
"4291","1","Hispanic/Latino(a)"
"4292","1","White"
"4293","1","Hispanic/Latino(a)"
"4294","1","White"
"4295","1","White"
"4296","1","Hispanic/Latino(a)"
"4297","1","Hispanic/Latino(a)"
"4298","1","Black/African American"
"4299","1","Hispanic/Latino(a)"
"4300","1","Hispanic/Latino(a)"
"4301","1","White"
"4302","1","Hispanic/Latino(a)"
"4303","1","Black/African American"
"4304","1","White"
"4305","1","White"
"4306","1","White"
"4307","1","Hispanic/Latino(a)"
"4308","1","White"
"4309","1","Hispanic/Latino(a)"
"4310","1","Hispanic/Latino(a)"
"4311","1","Asian"
"4312","1","Hispanic/Latino(a)"
"4313","1","Hispanic/Latino(a)"
"4314","1","White"
"4315","1","Hispanic/Latino(a)"
"4315","2","Hispanic/Latino(a)"
"4315","3","Hispanic/Latino(a)"
"4315","4","Hispanic/Latino(a)"
"4316","1","Asian"
"4317","1","Hispanic/Latino(a)"
"4318","1","Hispanic/Latino(a)"
"4319","1","Hispanic/Latino(a)"
"4320","1","Hispanic/Latino(a)"
"4321","1","Black/African American"
"4322","1","White"
"4323","1","Hispanic/Latino(a)"
"4324","1","White"
"4325","1","White"
"4326","1","Hispanic/Latino(a)"
"4326","2","Hispanic/Latino(a)"
"4327","1","Black/African American"
"4328","1","Hispanic/Latino(a)"
"4328","2","Hispanic/Latino(a)"
"4328","3","Hispanic/Latino(a)"
"4329","1","Hispanic/Latino(a)"
"4330","1","White"
"4331","1","Hispanic/Latino(a)"
"4332","1","White"
"4333","1","Black/African American"
"4334","1","White"
"4335","1","Black/African American"
"4336","1","Hispanic/Latino(a)"
"4337","1","Asian"
"4338","1","Asian"
"4339","1","White"
"4339","2","White"
"4340","1","Hispanic/Latino(a)"
"4341","1","Hispanic/Latino(a)"
"4342","1","White"
"4343","1","Hispanic/Latino(a)"
"4344","1","White"
"4345","1","White"
"4346","1","White"
"4347","1","Black/African American"
"4348","1","Asian"
"4349","1","Pacific Islander"
"4350","1","White"
"4351","1","White"
"4352","1","Hispanic/Latino(a)"
"4353","1","Hispanic/Latino(a)"
"4354","1","Middle Eastern or South Asian"
"4355","1","White"
"4356","1","White"
"4357","1","White"
"4358","1","Asian"
"4358","2","White"
"4359","1","White"
"4360","1","Hispanic/Latino(a)"
"4361","1","White"
"4362","1","White"
"4363","1","White"
"4364","1","Hispanic/Latino(a)"
"4365","1","Black/African American"
"4366","1","White"
"4367","1","White"
"4368","1","White"
"4369","1","Hispanic/Latino(a)"
"4370","1","Hispanic/Latino(a)"
"4371","1","White"
"4372","1","Hispanic/Latino(a)"
"4372","1","Black/African American"
"4373","1","Black/African American"
"4374","1","Hispanic/Latino(a)"
"4375","1","Hispanic/Latino(a)"
"4376","1","Hispanic/Latino(a)"
"4377","1","White"
"4377","1","Hispanic/Latino(a)"
"4378","1","Black/African American"
"4379","1","Middle Eastern or South Asian"
"4380","1","Black/African American"
"4381","1","Hispanic/Latino(a)"
"4382","1","Hispanic/Latino(a)"
"4383","1","White"
"4384","1","Hispanic/Latino(a)"
"4385","1","Hispanic/Latino(a)"
"4386","1","Black/African American"
"4387","1","Black/African American"
"4388","1","Hispanic/Latino(a)"
"4389","1","Black/African American"
"4390","1","Hispanic/Latino(a)"
"4391","1","Hispanic/Latino(a)"
"4392","1","White"
"4393","1","White"
"4394","1","White"
"4395","1","Hispanic/Latino(a)"
"4396","1","Hispanic/Latino(a)"
"4397","1","Black/African American"
"4398","1","Black/African American"
"4398","2","Black/African American"
"4398","3","Black/African American"
"4399","1","White"
"4399","1","Hispanic/Latino(a)"
"4400","1","Hispanic/Latino(a)"
"4401","1","White"
"4402","1","Hispanic/Latino(a)"
"4403","1","White"
"4404","1","White"
"4405","1","Asian"
"4406","1","Asian"
"4407","1","Hispanic/Latino(a)"
"4408","1","White"
"4409","1","Middle Eastern or South Asian"
"4410","1","Hispanic/Latino(a)"
"4411","1","Black/African American"
"4412","1","White"
"4413","1","White"
"4414","1","White"
"4415","1","Hispanic/Latino(a)"
"4416","1","White"
"4417","1","White"
"4418","1","White"
"4419","1","White"
"4420","1","Asian"
"4421","1","White"
"4422","1","Hispanic/Latino(a)"
"4423","1","White"
"4424","1","Hispanic/Latino(a)"
"4425","1","White"
"4426","1","White"
"4427","1","White"
"4428","1","Black/African American"
"4429","1","White"
"4430","1","White"
"4431","1","Hispanic/Latino(a)"
"4432","1","Hispanic/Latino(a)"
"4433","1","Hispanic/Latino(a)"
"4434","1","White"
"4435","1","White"
"4435","2","White"
"4436","1","Hispanic/Latino(a)"
"4437","1","White"
"4438","1","White"
"4439","1","Asian"
"4440","1","Black/African American"
"4441","1","Black/African American"
"4442","1","White"
"4443","1","Hispanic/Latino(a)"
"4444","1","Hispanic/Latino(a)"
"4445","1","Hispanic/Latino(a)"
"4446","1","Hispanic/Latino(a)"
"4447","1","White"
"4448","1","Hispanic/Latino(a)"
"4449","1","White"
"4450","1","White"
"4451","1","White"
"4452","1","White"
"4453","1","White"
"4454","1","White"
"4455","1","Black/African American"
"4456","1","Hispanic/Latino(a)"
"4457","1","Middle Eastern or South Asian"
"4458","1","Asian"
"4459","1","Hispanic/Latino(a)"
"4460","1","Hispanic/Latino(a)"
"4461","1","White"
"4462","1","Hispanic/Latino(a)"
"4463","1","Hispanic/Latino(a)"
"4463","2","Hispanic/Latino(a)"
"4463","3","Hispanic/Latino(a)"
"4463","4","Hispanic/Latino(a)"
"4464","1","Hispanic/Latino(a)"
"4465","1","Hispanic/Latino(a)"
"4466","1","Hispanic/Latino(a)"
"4467","1","Hispanic/Latino(a)"
"4468","1","White"
"4469","1","Hispanic/Latino(a)"
"4470","1","Hispanic/Latino(a)"
"4471","1","White"
"4472","1","White"
"4473","1","White"
"4474","1","Hispanic/Latino(a)"
"4475","1","White"
"4476","1","Asian"
"4477","1","Hispanic/Latino(a)"
"4478","1","White"
"4479","1","Hispanic/Latino(a)"
"4480","1","White"
"4481","1","Middle Eastern or South Asian"
"4482","1","Hispanic/Latino(a)"
"4483","1","White"
"4484","1","Hispanic/Latino(a)"
"4484","2","Asian"
"4484","3","Hispanic/Latino(a)"
"4484","4","Hispanic/Latino(a)"
"4485","1","Hispanic/Latino(a)"
"4486","1","Hispanic/Latino(a)"
"4487","1","Hispanic/Latino(a)"
"4487","2","White"
"4487","3","Black/African American"
"4487","4","White"
"4487","5","Asian"
"4488","1","Asian"
"4489","1","Black/African American"
"4490","1","Asian"
"4491","1","Black/African American"
"4492","1","Asian"
"4493","1","Hispanic/Latino(a)"
"4494","1","Hispanic/Latino(a)"
"4495","1","Black/African American"
"4496","1","Hispanic/Latino(a)"
"4497","1","Hispanic/Latino(a)"
"4498","1","Hispanic/Latino(a)"
"4498","2","Hispanic/Latino(a)"
"4499","1","Hispanic/Latino(a)"
"4500","1","Black/African American"
"4501","1","Hispanic/Latino(a)"
"4502","1","Hispanic/Latino(a)"
"4503","1","Hispanic/Latino(a)"
"4504","1","White"
"4505","1","Hispanic/Latino(a)"
"4505","1","White"
"4506","1","Hispanic/Latino(a)"
"4507","1","Black/African American"
"4508","1","White"
"4508","2","White"
"4509","1","White"
"4510","1","White"
"4511","1","Asian"
"4512","1","Black/African American"
"4512","2","Black/African American"
"4513","1","White"
"4514","1","Hispanic/Latino(a)"
"4515","1","White"
"4516","1","Hispanic/Latino(a)"
"4517","1","White"
"4518","1","Hispanic/Latino(a)"
"4519","1","White"
"4519","2","White"
"4520","1","Asian"
"4521","1","Hispanic/Latino(a)"
"4522","1","White"
"4523","1","Hispanic/Latino(a)"
"4524","1","Asian"
"4525","1","Black/African American"
"4526","1","Black/African American"
"4527","1","Hispanic/Latino(a)"
"4528","1","White"
"4529","1","White"
"4530","1","Black/African American"
"4531","1","Hispanic/Latino(a)"
"4532","1","Black/African American"
"4533","1","Hispanic/Latino(a)"
"4534","1","Hispanic/Latino(a)"
"4535","1","Black/African American"
"4536","1","Hispanic/Latino(a)"
"4537","1","Hispanic/Latino(a)"
"4537","2","Black/African American"
"4537","3","White"
"4537","4","Hispanic/Latino(a)"
"4537","5","Asian"
"4537","6","Middle Eastern or South Asian"
"4537","7","White"
"4537","8","White"
"4537","9","White"
"4537","10","Asian"
"4537","11","White"
"4537","12","Hispanic/Latino(a)"
"4537","13","Asian"
"4538","1","Hispanic/Latino(a)"
"4539","1","Hispanic/Latino(a)"
"4540","1","Black/African American"
"4541","1","Hispanic/Latino(a)"
"4542","1","White"
"4543","1","White"
"4544","1","Asian"
"4545","1","Hispanic/Latino(a)"
"4546","1","White"
"4547","1","White"
"4548","1","White"
"4549","1","Hispanic/Latino(a)"
"4550","1","Hispanic/Latino(a)"
"4551","1","Hispanic/Latino(a)"
"4552","1","Middle Eastern or South Asian"
"4553","1","Hispanic/Latino(a)"
"4553","1","Pacific Islander"
"4554","1","White"
"4555","1","White"
"4556","1","Black/African American"
"4557","1","Hispanic/Latino(a)"
"4557","1","White"
"4558","1","White"
"4559","1","White"
"4560","1","Middle Eastern or South Asian"
"4561","1","White"
"4562","1","Asian"
"4563","1","Black/African American"
"4564","1","Black/African American"
"4565","1","Hispanic/Latino(a)"
"4566","1","White"
"4567","1","Black/African American"
"4568","1","Middle Eastern or South Asian"
"4569","1","White"
"4569","2","White"
"4570","1","Hispanic/Latino(a)"
"4571","1","White"
"4572","1","White"
"4573","1","White"
"4574","1","Black/African American"
"4574","2","Black/African American"
"4574","3","Black/African American"
"4575","1","Hispanic/Latino(a)"
"4576","1","Hispanic/Latino(a)"
"4577","1","Black/African American"
"4578","1","Black/African American"
"4579","1","White"
"4580","1","Hispanic/Latino(a)"
"4581","1","Hispanic/Latino(a)"
"4582","1","Black/African American"
"4583","1","Asian"
"4584","1","White"
"4585","1","Hispanic/Latino(a)"
"4586","1","White"
"4587","1","Hispanic/Latino(a)"
"4588","1","Asian"
"4589","1","White"
"4590","1","Black/African American"
"4591","1","Middle Eastern or South Asian"
"4592","1","White"
"4593","1","Middle Eastern or South Asian"
"4594","1","White"
"4595","1","White"
"4595","1","Hispanic/Latino(a)"
"4596","1","Hispanic/Latino(a)"
"4597","1","White"
"4598","1","White"
"4599","1","Hispanic/Latino(a)"
"4600","1","Black/African American"
"4601","1","Black/African American"
"4602","1","Black/African American"
"4602","2","Black/African American"
"4602","3","Black/African American"
"4602","4","Hispanic/Latino(a)"
"4603","1","Hispanic/Latino(a)"
"4604","1","White"
"4605","1","Hispanic/Latino(a)"
"4606","1","Asian"
"4607","1","Black/African American"
"4608","1","Black/African American"
"4609","1","Asian"
"4609","2","Black/African American"
"4610","1","Hispanic/Latino(a)"
"4610","2","White"
"4611","1","Hispanic/Latino(a)"
"4612","1","Hispanic/Latino(a)"
"4613","1","Hispanic/Latino(a)"
"4614","1","Hispanic/Latino(a)"
"4615","1","Hispanic/Latino(a)"
"4616","1","Hispanic/Latino(a)"
"4617","1","Asian"
"4618","1","White"
"4619","1","Black/African American"
"4620","1","Hispanic/Latino(a)"
"4621","1","Hispanic/Latino(a)"
"4622","1","Hispanic/Latino(a)"
"4623","1","White"
"4624","1","Hispanic/Latino(a)"
"4625","1","White"
"4626","1","Middle Eastern or South Asian"
"4627","1","White"
"4628","1","White"
"4629","1","Hispanic/Latino(a)"
"4630","1","Hispanic/Latino(a)"
"4631","1","Asian"
"4632","1","Hispanic/Latino(a)"
"4633","1","Hispanic/Latino(a)"
"4634","1","White"
"4635","1","Hispanic/Latino(a)"
"4636","1","White"
"4637","1","Hispanic/Latino(a)"
"4637","1","White"
"4638","1","Hispanic/Latino(a)"
"4639","1","Black/African American"
"4640","1","White"
"4641","1","White"
"4642","1","Middle Eastern or South Asian"
"4643","1","Hispanic/Latino(a)"
"4643","2","Hispanic/Latino(a)"
"4643","3","Hispanic/Latino(a)"
"4644","1","White"
"4645","1","Black/African American"
"4646","1","White"
"4647","1","White"
"4648","1","White"
"4649","1","White"
"4650","1","Asian"
"4651","1","White"
"4652","1","Hispanic/Latino(a)"
"4653","1","Hispanic/Latino(a)"
"4654","1","Asian"
"4655","1","Hispanic/Latino(a)"
"4656","1","White"
"4657","1","Black/African American"
"4658","1","Hispanic/Latino(a)"
"4659","1","Hispanic/Latino(a)"
"4660","1","White"
"4661","1","Hispanic/Latino(a)"
"4662","1","Hispanic/Latino(a)"
"4663","1","Middle Eastern or South Asian"
"4664","1","Hispanic/Latino(a)"
"4664","2","Hispanic/Latino(a)"
"4665","1","Asian"
"4666","1","White"
"4667","1","Asian"
"4668","1","Black/African American"
"4669","1","White"
"4670","1","Black/African American"
"4671","1","Asian"
"4672","1","White"
"4673","1","Hispanic/Latino(a)"
"4674","1","Hispanic/Latino(a)"
"4675","1","Asian"
"4676","1","White"
"4677","1","Hispanic/Latino(a)"
"4678","1","White"
"4679","1","Black/African American"
"4679","2","Black/African American"
"4680","1","Hispanic/Latino(a)"
"4681","1","White"
"4681","2","Hispanic/Latino(a)"
"4682","1","Middle Eastern or South Asian"
"4683","1","White"
"4684","1","Hispanic/Latino(a)"
"4685","1","Asian"
"4686","1","Hispanic/Latino(a)"
"4687","1","White"
"4688","1","Hispanic/Latino(a)"
"4689","1","White"
"4690","1","White"
"4691","1","Middle Eastern or South Asian"
"4692","1","Black/African American"
"4693","1","White"
"4694","1","White"
"4695","1","White"
"4696","1","Hispanic/Latino(a)"
"4697","1","Hispanic/Latino(a)"
"4698","1","Hispanic/Latino(a)"
"4699","1","White"
"4700","1","White"
"4701","1","Middle Eastern or South Asian"
"4702","1","Hispanic/Latino(a)"
"4703","1","White"
"4704","1","White"
"4705","1","White"
"4706","1","White"
"4707","1","Black/African American"
"4708","1","Hispanic/Latino(a)"
"4709","1","Hispanic/Latino(a)"
"4710","1","White"
"4711","1","Black/African American"
"4712","1","Hispanic/Latino(a)"
"4713","1","Middle Eastern or South Asian"
"4714","1","White"
"4715","1","Black/African American"
"4716","1","Hispanic/Latino(a)"
"4717","1","Hispanic/Latino(a)"
"4718","1","Middle Eastern or South Asian"
"4719","1","White"
"4720","1","Hispanic/Latino(a)"
"4721","1","White"
"4722","1","Hispanic/Latino(a)"
"4723","1","Black/African American"
"4724","1","White"
"4725","1","Hispanic/Latino(a)"
"4726","1","Pacific Islander"
"4727","1","White"
"4728","1","Asian"
"4729","1","White"
"4730","1","Black/African American"
"4731","1","White"
"4732","1","White"
"4733","1","Hispanic/Latino(a)"
"4733","2","Hispanic/Latino(a)"
"4734","1","Hispanic/Latino(a)"
"4735","1","Black/African American"
"4736","1","Hispanic/Latino(a)"
"4737","1","Asian"
"4738","1","Hispanic/Latino(a)"
"4739","1","Black/African American"
"4740","1","Hispanic/Latino(a)"
"4741","1","Black/African American"
"4741","2","Black/African American"
"4741","3","Black/African American"
"4741","4","Black/African American"
"4741","5","Black/African American"
"4742","1","Hispanic/Latino(a)"
"4743","1","Black/African American"
"4744","1","Hispanic/Latino(a)"
"4745","1","Hispanic/Latino(a)"
"4746","1","Black/African American"
"4747","1","Hispanic/Latino(a)"
"4748","1","Hispanic/Latino(a)"
"4749","1","Hispanic/Latino(a)"
"4750","1","White"
"4751","1","White"
"4752","1","White"
"4753","1","Hispanic/Latino(a)"
"4753","2","Hispanic/Latino(a)"
"4753","3","Hispanic/Latino(a)"
"4754","1","Hispanic/Latino(a)"
"4755","1","Hispanic/Latino(a)"
"4756","1","Hispanic/Latino(a)"
"4757","1","White"
"4758","1","White"
"4759","1","White"
"4760","1","Black/African American"
"4761","1","White"
"4761","2","Black/African American"
"4762","1","White"
"4763","1","White"
"4764","1","Hispanic/Latino(a)"
"4764","2","Hispanic/Latino(a)"
"4765","1","White"
"4766","1","Hispanic/Latino(a)"
"4766","2","Hispanic/Latino(a)"
"4767","1","Asian"
"4768","1","Hispanic/Latino(a)"
"4769","1","Hispanic/Latino(a)"
"4769","2","Hispanic/Latino(a)"
"4770","1","White"
"4771","1","Middle Eastern or South Asian"
"4772","1","Hispanic/Latino(a)"
"4773","1","Black/African American"
"4774","1","Hispanic/Latino(a)"
"4775","1","Hispanic/Latino(a)"
"4776","1","White"
"4777","1","White"
"4778","1","Hispanic/Latino(a)"
"4778","2","Hispanic/Latino(a)"
"4779","1","White"
"4780","1","Black/African American"
"4781","1","Black/African American"
"4782","1","White"
"4783","1","White"
"4784","1","Hispanic/Latino(a)"
"4784","2","White"
"4785","1","Black/African American"
"4786","1","Hispanic/Latino(a)"
"4786","2","Black/African American"
"4786","3","Hispanic/Latino(a)"
"4786","4","Black/African American"
"4786","5","Black/African American"
"4786","6","Hispanic/Latino(a)"
"4787","1","Hispanic/Latino(a)"
"4787","2","Hispanic/Latino(a)"
"4788","1","White"
"4789","1","Hispanic/Latino(a)"
"4790","1","White"
"4790","2","White"
"4791","1","Hispanic/Latino(a)"
"4792","1","White"
"4793","1","Hispanic/Latino(a)"
"4794","1","White"
"4795","1","White"
"4796","1","White"
"4797","1","Hispanic/Latino(a)"
"4798","1","White"
"4799","1","Hispanic/Latino(a)"
"4800","1","White"
"4801","1","White"
"4802","1","Hispanic/Latino(a)"
"4803","1","White"
"4804","1","White"
"4805","1","White"
"4806","1","Black/African American"
"4807","1","Hispanic/Latino(a)"
"4808","1","White"
"4809","1","Hispanic/Latino(a)"
"4810","1","Hispanic/Latino(a)"
"4811","1","White"
"4812","1","White"
"4813","1","Hispanic/Latino(a)"
"4814","1","White"
"4815","1","White"
"4816","1","White"
"4817","1","White"
"4817","2","White"
"4817","3","White"
"4818","1","Hispanic/Latino(a)"
"4819","1","Hispanic/Latino(a)"
"4819","2","Hispanic/Latino(a)"
"4820","1","White"
"4821","1","White"
"4822","1","Hispanic/Latino(a)"
"4823","1","White"
"4824","1","White"
"4825","1","Hispanic/Latino(a)"
"4826","1","Hispanic/Latino(a)"
"4827","1","Black/African American"
"4828","1","Black/African American"
"4828","2","Black/African American"
"4828","3","Black/African American"
"4828","3","White"
"4829","1","Hispanic/Latino(a)"
"4830","1","White"
"4831","1","Hispanic/Latino(a)"
"4832","1","White"
"4833","1","Asian"
"4834","1","White"
"4835","1","White"
"4836","1","Middle Eastern or South Asian"
"4837","1","White"
"4838","1","Black/African American"
"4839","1","Hispanic/Latino(a)"
"4840","1","White"
"4841","1","Hispanic/Latino(a)"
"4842","1","Middle Eastern or South Asian"
"4843","1","Black/African American"
"4844","1","Hispanic/Latino(a)"
"4845","1","Asian"
"4846","1","Hispanic/Latino(a)"
"4847","1","White"
"4848","1","Hispanic/Latino(a)"
"4849","1","Black/African American"
"4850","1","Black/African American"
"4851","1","White"
"4852","1","Hispanic/Latino(a)"
"4853","1","Black/African American"
"4854","1","White"
"4854","2","White"
"4854","3","White"
"4855","1","White"
"4856","1","White"
"4857","1","Hispanic/Latino(a)"
"4858","1","Black/African American"
"4858","2","Black/African American"
"4859","1","Hispanic/Latino(a)"
"4860","1","White"
"4861","1","Hispanic/Latino(a)"
"4862","1","Hispanic/Latino(a)"
"4863","1","Hispanic/Latino(a)"
"4864","1","Hispanic/Latino(a)"
"4864","2","Hispanic/Latino(a)"
"4865","1","Hispanic/Latino(a)"
"4866","1","Asian"
"4867","1","White"
"4868","1","Hispanic/Latino(a)"
"4869","1","White"
"4869","2","Hispanic/Latino(a)"
"4869","3","White"
"4869","4","White"
"4869","5","White"
"4870","1","White"
"4871","1","White"
"4871","1","Hispanic/Latino(a)"
"4872","1","White"
"4873","1","White"
"4874","1","Hispanic/Latino(a)"
"4875","1","Black/African American"
"4875","2","Hispanic/Latino(a)"
"4875","3","Black/African American"
"4875","4","Hispanic/Latino(a)"
"4876","1","White"
"4877","1","Black/African American"
"4878","1","Hispanic/Latino(a)"
"4879","1","Hispanic/Latino(a)"
"4880","1","White"
"4881","1","Black/African American"
"4882","1","Black/African American"
"4883","1","Hispanic/Latino(a)"
"4884","1","Asian"
"4885","1","Asian"
"4886","1","Hispanic/Latino(a)"
"4887","1","Middle Eastern or South Asian"
"4888","1","Hispanic/Latino(a)"
"4889","1","White"
"4890","1","White"
"4890","2","White"
"4890","3","Black/African American"
"4891","1","Hispanic/Latino(a)"
"4892","1","White"
"4893","1","White"
"4894","1","White"
"4895","1","White"
"4896","1","Hispanic/Latino(a)"
"4897","1","Black/African American"
"4898","1","White"
"4899","1","Hispanic/Latino(a)"
"4900","1","Asian"
"4901","1","White"
"4901","1","Hispanic/Latino(a)"
"4901","1","Middle Eastern or South Asian"
"4902","1","White"
"4902","1","Middle Eastern or South Asian"
"4903","1","Hispanic/Latino(a)"
"4904","1","Hispanic/Latino(a)"
"4905","1","White"
"4906","1","Hispanic/Latino(a)"
"4907","1","Hispanic/Latino(a)"
"4908","1","White"
"4908","2","Black/African American"
"4908","3","Hispanic/Latino(a)"
"4909","1","White"
"4910","1","White"
"4911","1","Black/African American"
"4912","1","White"
"4913","1","Middle Eastern or South Asian"
"4914","1","Black/African American"
"4915","1","White"
"4916","1","White"
"4917","1","White"
"4918","1","White"
"4919","1","White"
"4920","1","Hispanic/Latino(a)"
"4921","1","Hispanic/Latino(a)"
"4922","1","Hispanic/Latino(a)"
"4923","1","Hispanic/Latino(a)"
"4924","1","Hispanic/Latino(a)"
"4925","1","White"
"4925","2","Hispanic/Latino(a)"
"4926","1","Hispanic/Latino(a)"
"4926","2","Hispanic/Latino(a)"
"4927","1","Black/African American"
"4928","1","Asian"
"4929","1","Asian"
"4930","1","Black/African American"
"4931","1","White"
"4932","1","White"
"4933","1","White"
"4934","1","Hispanic/Latino(a)"
"4935","1","White"
"4936","1","Hispanic/Latino(a)"
"4937","1","Hispanic/Latino(a)"
"4938","1","Hispanic/Latino(a)"
"4939","1","Middle Eastern or South Asian"
"4940","1","Asian"
"4941","1","White"
"4942","1","White"
"4943","1","Asian"
"4944","1","White"
"4945","1","White"
"4946","1","Hispanic/Latino(a)"
"4947","1","Asian"
"4948","1","Hispanic/Latino(a)"
"4949","1","Hispanic/Latino(a)"
"4950","1","Pacific Islander"
"4951","1","Middle Eastern or South Asian"
"4952","1","Asian"
"4953","1","White"
"4954","1","White"
"4955","1","Hispanic/Latino(a)"
"4956","1","White"
"4957","1","Hispanic/Latino(a)"
"4958","1","White"
"4959","1","Hispanic/Latino(a)"
"4960","1","White"
"4961","1","Middle Eastern or South Asian"
"4962","1","White"
"4963","1","White"
"4964","1","Hispanic/Latino(a)"
"4965","1","Hispanic/Latino(a)"
"4966","1","Hispanic/Latino(a)"
"4967","1","Hispanic/Latino(a)"
"4968","1","White"
"4969","1","White"
"4970","1","Middle Eastern or South Asian"
"4970","1","Pacific Islander"
"4970","1","Black/African American"
"4970","1","White"
"4970","1","Native American"
"4970","1","Asian"
"4970","1","Hispanic/Latino(a)"
